"","Min.","1st Qu.","Median","Mean","3rd Qu.","Max.","lwr.ci","upr.ci","dataInput","model","site","groupAge","serotype","year.lamb"
"C1F3.4",7.7201496925805e-05,0.00659918281375022,0.0111702287819225,0.0128384108185842,0.0173990986779521,0.0683272747748284,0.0126900782178509,0.0129867434193175,"C1F3","TV","KH",5,NA,4
"C1F3.5",0.000113256671326223,0.00706764817970057,0.0120876476550724,0.0139688143516628,0.0188699883174682,0.0682925080569095,0.0138062302349995,0.0141313984683262,"C1F3","TV","KH",5,NA,5
"C1F3.6",3.30149355828313e-05,0.00699495692459418,0.0120640716377358,0.0139080168469201,0.0188871667402286,0.0605663866733525,0.0137442051946072,0.014071828499233,"C1F3","TV","KH",5,NA,6
"C1F3.7",0.000244600330066014,0.00712275585326891,0.0120598567822803,0.013840972175709,0.0185736095507201,0.069806912793718,0.0136790180998383,0.0140029262515796,"C1F3","TV","KH",5,NA,7
"C1F3.8",4.97969507063933e-05,0.00733396396736022,0.0126439452783505,0.0144470194394869,0.0195170567351846,0.0731965592031949,0.0142786466678438,0.01461539221113,"C1F3","TV","KH",5,NA,8
"C1F3.9",0.000146904857965535,0.0128003108910505,0.0210335179532466,0.0231221032193149,0.0311030714761482,0.097762290288372,0.0228764063574709,0.0233678000811588,"C1F3","TV","KH",5,NA,9
"C1F3.10",0.000510670561127413,0.0192772941794064,0.030380360007436,0.032854048662349,0.0440998101899819,0.137837960998961,0.0325326151738511,0.0331754821508469,"C1F3","TV","KH",5,NA,10
"C1F3.11",0.000164227529432015,0.0110067863641035,0.0187181332755553,0.0214358727215405,0.0289569724774547,0.10559188362077,0.0211864279079132,0.0216853175351678,"C1F3","TV","KH",5,NA,11
"C1F3.12",0.000115398705093139,0.0100580683222874,0.017198054191955,0.0198479145234488,0.026746664830756,0.114923613381498,0.0196132814314258,0.0200825476154719,"C1F3","TV","KH",5,NA,12
"C1F3.13",0.000213019406394732,0.00774770828870017,0.0134362771265155,0.0155772389713739,0.0208569834798087,0.0822543918292553,0.0153886284090243,0.0157658495337234,"C1F3","TV","KH",5,NA,13
"C1F3.14",0.000134553187494113,0.00802312056883664,0.0135771235008509,0.0158845976458818,0.0215785217906206,0.0797495516449381,0.0156955424532114,0.0160736528385522,"C1F3","TV","KH",5,NA,14
"C1F3.15",6.5908340910914e-05,0.00817576842598544,0.0140703459663366,0.0165131393437879,0.0223480229275356,0.0938435704698803,0.0163116398896252,0.0167146387979506,"C1F3","TV","KH",5,NA,15
"C1F3.16",8.29456261505213e-05,0.00818653504386055,0.0142297153016867,0.0166176745748268,0.0225465648211851,0.0988573223122177,0.0164151572473378,0.0168201919023158,"C1F3","TV","KH",5,NA,16
"C1F3.17",0.000163675611145608,0.00829475549902908,0.0142711074627259,0.0166727186837184,0.0225539508312309,0.0776633010480792,0.0164712244954261,0.0168742128720108,"C1F3","TV","KH",5,NA,17
"C1F3.18",9.39170390021893e-05,0.00738730204712801,0.0126807289305313,0.0149031263774119,0.0201665564988366,0.081350277354282,0.0147216997651479,0.0150845529896759,"C1F3","TV","KH",5,NA,18
"C1F3.19",8.08353034499332e-05,0.00801903929490408,0.0137450456450517,0.015969737030982,0.0215074753087319,0.0795139788386823,0.0157790321460051,0.0161604419159588,"C1F3","TV","KH",5,NA,19
"C1F3.20",4.10611956827012e-05,0.0074883708921083,0.0131010643411745,0.0152843369584329,0.0206807754005633,0.0786056142274554,0.0150976692684742,0.0154710046483916,"C1F3","TV","KH",5,NA,20
"C1F3.21",8.72584698786705e-05,0.00786034508561662,0.0132966283743058,0.0156136297708964,0.0211431053413115,0.075524012997439,0.015425981554229,0.0158012779875637,"C1F3","TV","KH",5,NA,21
