"","Min.","1st Qu.","Median","Mean","3rd Qu.","Max.","lwr.ci","upr.ci","dataInput","model","site","groupAge","serotype","year.lamb"
"C1F3.5",2.25175417811752e-05,0.00297552242646396,0.00515374687279574,0.00601847589115711,0.00811983394566446,0.0354064687869997,0.0059449371297303,0.00609201465258392,"C1F3","TV","HC",5,NA,5
"C1F3.6",2.86910373556992e-05,0.00303084506471532,0.00516359473384614,0.00603494511030792,0.00816637750057619,0.0300424413083129,0.00596267446991022,0.00610721575070563,"C1F3","TV","HC",5,NA,6
"C1F3.7",2.44764755688021e-05,0.00314443231240014,0.00531398515740805,0.00621587782677218,0.00843637287562055,0.0343895332599485,0.0061423498353171,0.00628940581822726,"C1F3","TV","HC",5,NA,7
"C1F3.8",3.20144899002006e-05,0.00487640780116877,0.00820438414310065,0.00940437249466025,0.0126437407279845,0.051153325448242,0.0092953794399293,0.00951336554939121,"C1F3","TV","HC",5,NA,8
"C1F3.9",6.44803163116769e-05,0.00492535448770359,0.00845136468250729,0.00965179065690095,0.0130426551552782,0.0496607824344262,0.00953973689984639,0.00976384441395552,"C1F3","TV","HC",5,NA,9
"C1F3.10",8.74563787860438e-05,0.00566463677782264,0.00967240939345415,0.0110841481497565,0.0149997402469136,0.0576359626396885,0.0109543833090277,0.0112139129904852,"C1F3","TV","HC",5,NA,10
"C1F3.11",0.000106379557708536,0.00714813370358378,0.0122375606685587,0.0138883718128756,0.0188269639051251,0.0785221496304453,0.0137287592555247,0.0140479843702265,"C1F3","TV","HC",5,NA,11
"C1F3.12",0.000129557974013816,0.0110258231589605,0.0184509106002654,0.0206099046242123,0.027949074395849,0.0929439805662662,0.0203848618182239,0.0208349474302006,"C1F3","TV","HC",5,NA,12
"C1F3.13",0.000258500701233677,0.0103537995482962,0.0173824543332051,0.0196610316015042,0.0265354267792146,0.0891860829549945,0.019439433219358,0.0198826299836505,"C1F3","TV","HC",5,NA,13
"C1F3.14",0.000224992396814505,0.0104374742244278,0.0178682364072555,0.0202088841781273,0.0274107254820856,0.0908021012409759,0.0199799658413791,0.0204378025148756,"C1F3","TV","HC",5,NA,14
"C1F3.15",2.0791386646235e-05,0.0101854750498267,0.017278429853241,0.0197388060273077,0.0266258104001255,0.112946067762894,0.0195119051729786,0.0199657068816367,"C1F3","TV","HC",5,NA,15
"C1F3.16",0.000221786187571404,0.0108702159768533,0.0185327738008964,0.0213281600335947,0.0288381914657532,0.0911239051774722,0.0210804918843181,0.0215758281828712,"C1F3","TV","HC",5,NA,16
"C1F3.17",6.51426215122486e-05,0.00977678594596482,0.0167514209009533,0.0193581683787885,0.0261495800324981,0.10149469252634,0.0191299891458259,0.019586347611751,"C1F3","TV","HC",5,NA,17
"C1F3.18",0.000183909593662657,0.0113504914939584,0.0193765258443066,0.0221986772300641,0.0300816386104462,0.108396526579885,0.0219388620270802,0.0224584924330479,"C1F3","TV","HC",5,NA,18
"C1F3.19",3.37388153159868e-05,0.0117162952483872,0.0200415157133206,0.0229588587072802,0.0311563272167689,0.112154690034219,0.0226923294107792,0.0232253880037811,"C1F3","TV","HC",5,NA,19
"C1F3.20",6.52835218094561e-05,0.00994537433658141,0.0168913274434438,0.019577092884787,0.026600919857496,0.0941523062317674,0.0193458411239685,0.0198083446456055,"C1F3","TV","HC",5,NA,20
"C1F3.21",4.76399815898532e-05,0.0108502212235582,0.0186923491101727,0.0216487163032681,0.0293291767224865,0.107205775167107,0.0213929596544116,0.0219044729521247,"C1F3","TV","HC",5,NA,21
"C1F3.22",0.000121190176091468,0.009796212162581,0.0175080305287735,0.020313903089636,0.0274122354646435,0.104493351989458,0.0200645363277489,0.0205632698515232,"C1F3","TV","HC",5,NA,22
"C1F3.23",0.000137513084222829,0.00928345233854022,0.0162487260129386,0.0187190437735172,0.0252465215807243,0.10237794145128,0.0184941743582433,0.0189439131887912,"C1F3","TV","HC",5,NA,23
"C1F3.24",0.000166986006689629,0.00907589428945851,0.0153034874476004,0.0178193742361432,0.0238538207531764,0.0942698748708084,0.017607651167815,0.0180310973044714,"C1F3","TV","HC",5,NA,24
"C1F3.25",5.5503100201304e-05,0.0104481050150822,0.0175339056186654,0.0204468274467134,0.0275155051809108,0.114610320701882,0.0202026876911439,0.0206909672022829,"C1F3","TV","HC",5,NA,25
"C1F3.26",0.00014647623293973,0.00831639815697829,0.0145569299854216,0.0172349706933851,0.0234245389392454,0.105922789240667,0.0170203341457257,0.0174496072410445,"C1F3","TV","HC",5,NA,26
"C1F3.27",5.92074763858808e-05,0.00801003738078071,0.0138787569920578,0.0163542897267901,0.0221403996692241,0.0888387656294514,0.0161537788325418,0.0165548006210383,"C1F3","TV","HC",5,NA,27
"C1F3.28",0.000111147202847328,0.0106429220068209,0.0185865735614351,0.0216554092336993,0.0294536057063751,0.113990606840523,0.0213943530831201,0.0219164653842785,"C1F3","TV","HC",5,NA,28
"C1F3.29",0.00015964081359443,0.0122378812479502,0.0207831001024951,0.0242946615698665,0.0329179897045997,0.137637998036893,0.0240037352405663,0.0245855878991666,"C1F3","TV","HC",5,NA,29
"C1F3.30",9.73519797490274e-05,0.0123633503100049,0.0210187226836477,0.0241113982816569,0.0324188770821558,0.128334346689527,0.0238288912476633,0.0243939053156505,"C1F3","TV","HC",5,NA,30
"C1F3.31",0.000103886912179219,0.0118944762804181,0.0205796338079496,0.0242091847603684,0.032635008212693,0.133496716689876,0.0239125725869023,0.0245057969338345,"C1F3","TV","HC",5,NA,31
"C1F3.32",9.08914971228247e-05,0.0110774246898239,0.0191147470319629,0.0228073142687264,0.0309748399697324,0.141853639105508,0.0225243104608809,0.0230903180765719,"C1F3","TV","HC",5,NA,32
